transaction_id,date,customer_id,age_group,gender,region,income_bracket,category_l1,category_l2,category_l3,retailer,brand,product_name,quantity,price
181,2024-12-04,C8581,35-44,Male,Northeast,$75k-$99k,Home & Garden,Furniture,Bedroom,Lowes,Scotts,Scotts Bed Frame,1,564.81
182,2024-11-07,C8068,18-24,Female,Southeast,$25k-$49k,Apparel & Accessories,Shoes,Formal,Best Buy,Coach,Coach Oxford Shoes,1,270.61
183,2024-07-07,C1177,45-54,Non-binary,West,$75k-$99k,Apparel & Accessories,Clothing,Dresses,Walmart,Adidas,Adidas Evening Gown,1,42.67
184,2024-05-15,C3941,35-44,Non-binary,Northeast,$75k-$99k,Electronics,Computers,Tablets,Walmart,Bose,Bose Galaxy Tab,3,1414.8
185,2024-09-22,C1535,25-34,Non-binary,Southwest,$100k-$149k,Apparel & Accessories,Accessories,Jewelry,Target,Adidas,Adidas Gold Bracelet,1,68.82
186,2024-11-10,C7986,25-34,Male,Midwest,$25k-$49k,Electronics,Audio,Speakers,Lowes,Sony,Sony HomePod,1,1495.77
187,2024-01-30,C4360,65+,Male,Southeast,$50k-$74k,Apparel & Accessories,Shoes,Athletic,Best Buy,Coach,Coach Training Shoes,2,278.36
188,2024-09-11,C7002,35-44,Male,Midwest,$100k-$149k,Home & Garden,Furniture,Living Room,Walmart,Scotts,Scotts Coffee Table,1,962.35
189,2024-09-01,C7116,35-44,Non-binary,Southeast,$150k+,Apparel & Accessories,Accessories,Jewelry,Target,North Face,North Face Silver Necklace,2,276.22
190,2024-05-30,C6973,55-64,Non-binary,West,$75k-$99k,Home & Garden,Appliances,Kitchen,The Home Depot,Nexgrill,Nexgrill Microwave,3,127.21
191,2024-07-04,C6049,35-44,Non-binary,Southeast,$25k-$49k,Apparel & Accessories,Clothing,Bottoms,Target,Cole Haan,Cole Haan Athletic Shorts,2,243.05
192,2024-05-11,C1532,45-54,Non-binary,Midwest,$75k-$99k,Home & Garden,Appliances,Kitchen,Target,Traeger,Traeger Microwave,2,107.7
193,2024-05-20,C5606,55-64,Male,Midwest,$25k-$49k,Apparel & Accessories,Shoes,Casual,Target,Nike,Nike Loafers,3,207.05
194,2024-07-26,C8347,65+,Non-binary,Southwest,$150k+,Home & Garden,Appliances,Laundry,Walmart,Nexgrill,Nexgrill Steam Iron,1,612.75
195,2024-12-15,C4500,65+,Male,Midwest,$75k-$99k,Home & Garden,Furniture,Bedroom,The Home Depot,Weber,Weber Dresser,1,469.98
196,2024-03-22,C2341,45-54,Male,Southwest,$50k-$74k,Home & Garden,Furniture,Dining Room,Best Buy,Nexgrill,Nexgrill Buffet,3,114.6
197,2024-11-02,C3035,55-64,Non-binary,Southwest,$100k-$149k,Electronics,Mobile Devices,Smartphones,Lowes,Dell,Dell iPhone 15,2,394.34
198,2024-10-28,C3519,35-44,Male,Southwest,$75k-$99k,Apparel & Accessories,Shoes,Formal,Target,Coach,Coach Loafers,3,214.0
199,2024-08-30,C3775,45-54,Female,Midwest,$150k+,Electronics,Audio,Headphones,The Home Depot,Samsung,Samsung AirPods Pro,2,1327.07
200,2024-05-17,C6941,65+,Female,Southwest,$150k+,Apparel & Accessories,Clothing,Bottoms,Lowes,Nike,Nike Yoga Pants,2,271.96
201,2024-02-26,C2170,35-44,Female,Northeast,$75k-$99k,Home & Garden,Furniture,Bedroom,Walmart,Scotts,Scotts Bed Frame,2,425.16
202,2024-03-17,C8931,25-34,Female,Northeast,$50k-$74k,Electronics,Audio,Headphones,Target,Apple,Apple AirPods Pro,1,1206.13
203,2024-10-14,C7118,65+,Male,Midwest,$75k-$99k,Home & Garden,Appliances,Kitchen,Target,Nexgrill,Nexgrill Gas Range,2,870.64
204,2024-04-01,C4895,65+,Male,Midwest,$150k+,Apparel & Accessories,Accessories,Watches,The Home Depot,North Face,North Face Smartwatch,2,183.99
205,2024-06-21,C1641,55-64,Male,Southeast,$100k-$149k,Apparel & Accessories,Accessories,Watches,Best Buy,Adidas,Adidas Chronograph Watch,3,123.11
206,2024-01-30,C2112,25-34,Female,Northeast,$50k-$74k,Apparel & Accessories,Clothing,Dresses,Dicks,North Face,North Face Wrap Dress,2,253.99
207,2024-11-03,C1990,45-54,Male,Southwest,$25k-$49k,Electronics,Computers,Laptops,Dicks,Bose,Bose Chromebook,3,929.84
208,2024-07-02,C9366,35-44,Male,Southeast,$50k-$74k,Home & Garden,Appliances,Laundry,The Home Depot,Weber,Weber Steam Iron,2,337.03
209,2024-02-23,C1712,45-54,Male,Southwest,$100k-$149k,Home & Garden,Decor,Lighting,Lowes,Weber,Weber Pendant Light,1,672.93
210,2024-04-18,C5953,65+,Male,Southeast,$150k+,Apparel & Accessories,Accessories,Bags,Dicks,Cole Haan,Cole Haan Crossbody Bag,1,159.64
211,2024-04-25,C5632,35-44,Non-binary,Northeast,$75k-$99k,Apparel & Accessories,Clothing,Tops,The Home Depot,North Face,North Face Performance Polo,1,126.19
212,2024-08-17,C6094,35-44,Non-binary,West,$100k-$149k,Apparel & Accessories,Shoes,Athletic,Dicks,Cole Haan,Cole Haan Running Shoes,2,123.03
213,2024-06-30,C8000,45-54,Male,West,$150k+,Home & Garden,Decor,Rugs,Target,Scotts,Scotts Area Rug,1,858.04
214,2024-08-26,C6494,45-54,Male,Southwest,$150k+,Apparel & Accessories,Accessories,Bags,Walmart,Nike,Nike Crossbody Bag,1,108.95
215,2024-03-08,C8923,65+,Female,West,$50k-$74k,Home & Garden,Decor,Lighting,Lowes,Ashley,Ashley Floor Lamp,2,869.94
216,2024-08-03,C6543,55-64,Male,Northeast,$25k-$49k,Home & Garden,Appliances,Kitchen,Lowes,Ashley,Ashley Refrigerator,3,985.94
217,2024-03-19,C1474,55-64,Non-binary,West,$75k-$99k,Apparel & Accessories,Accessories,Jewelry,Lowes,Adidas,Adidas Gold Bracelet,1,233.05
218,2024-12-13,C1080,45-54,Non-binary,Midwest,$75k-$99k,Apparel & Accessories,Clothing,Outerwear,Lowes,Coach,Coach Winter Parka,1,31.59
219,2024-01-19,C9326,45-54,Female,West,$150k+,Electronics,Computers,Tablets,Target,Bose,Bose Galaxy Tab,3,804.2
220,2024-04-01,C4656,25-34,Non-binary,Northeast,$50k-$74k,Apparel & Accessories,Clothing,Dresses,Target,Adidas,Adidas Wrap Dress,2,34.47
221,2024-11-16,C7046,18-24,Male,West,$150k+,Electronics,Audio,Speakers,Lowes,Bose,Bose Sonos One,2,452.82
222,2024-08-22,C3533,18-24,Male,West,$25k-$49k,Home & Garden,Appliances,Kitchen,The Home Depot,Ashley,Ashley Gas Range,2,427.99
223,2024-01-02,C8366,25-34,Male,Southeast,$150k+,Electronics,Mobile Devices,Smartwatches,The Home Depot,Sony,Sony Galaxy Watch,1,408.99
224,2024-01-27,C5259,25-34,Male,Southeast,$75k-$99k,Electronics,Mobile Devices,Smartphones,Target,Sony,Sony Pixel 8,2,342.0
225,2024-03-25,C7662,25-34,Non-binary,West,$75k-$99k,Home & Garden,Appliances,Kitchen,Target,Nexgrill,Nexgrill Microwave,1,352.57
226,2024-08-19,C1642,55-64,Non-binary,Midwest,$150k+,Home & Garden,Decor,Lighting,Walmart,Traeger,Traeger Chandelier,2,200.35
227,2024-11-30,C6572,35-44,Female,Northeast,$75k-$99k,Electronics,Mobile Devices,Smartwatches,Lowes,Apple,Apple Fitbit Sense,3,223.36
228,2024-10-20,C5221,18-24,Male,Southeast,$50k-$74k,Apparel & Accessories,Shoes,Athletic,Dicks,Nike,Nike Tennis Shoes,2,88.86
229,2024-02-09,C1199,65+,Male,West,$100k-$149k,Home & Garden,Appliances,Laundry,Dicks,Traeger,Traeger Steam Iron,2,668.66
230,2024-07-12,C1707,35-44,Female,Northeast,$75k-$99k,Electronics,Mobile Devices,Smartphones,Walmart,Apple,Apple OnePlus 12,2,755.3
231,2024-03-14,C6232,45-54,Female,Southeast,$75k-$99k,Home & Garden,Appliances,Laundry,Walmart,Weber,Weber Washer,1,994.08
232,2024-06-05,C7057,18-24,Non-binary,Midwest,$50k-$74k,Apparel & Accessories,Shoes,Athletic,Best Buy,Cole Haan,Cole Haan Basketball Shoes,2,189.36
233,2024-07-09,C5309,35-44,Non-binary,Southeast,$50k-$74k,Apparel & Accessories,Clothing,Bottoms,Lowes,Adidas,Adidas Athletic Shorts,2,217.85
234,2024-12-06,C5088,25-34,Female,Southwest,$100k-$149k,Electronics,Computers,Laptops,Target,Bose,Bose ThinkPad X1,1,321.47
235,2024-04-22,C7165,45-54,Non-binary,Midwest,$75k-$99k,Apparel & Accessories,Accessories,Jewelry,Dicks,Coach,Coach Diamond Earrings,1,28.96
236,2024-11-28,C3337,25-34,Non-binary,West,$50k-$74k,Apparel & Accessories,Accessories,Watches,The Home Depot,Coach,Coach Dress Watch,3,24.78
237,2024-12-02,C2613,25-34,Non-binary,Southeast,$150k+,Home & Garden,Furniture,Bedroom,The Home Depot,Weber,Weber Nightstand,3,688.73
238,2024-08-15,C1842,45-54,Female,Midwest,$100k-$149k,Electronics,Computers,Tablets,Walmart,Samsung,Samsung Surface Pro,1,523.7
239,2024-05-07,C9530,55-64,Male,Southeast,$100k-$149k,Home & Garden,Appliances,Kitchen,Target,Weber,Weber Gas Range,1,834.41
240,2024-03-16,C7057,25-34,Non-binary,Southeast,$25k-$49k,Apparel & Accessories,Clothing,Outerwear,Best Buy,Coach,Coach Winter Parka,2,52.38
241,2024-05-19,C8858,25-34,Non-binary,Northeast,$100k-$149k,Electronics,Mobile Devices,Smartwatches,Best Buy,Sony,Sony Galaxy Watch,3,218.85
242,2024-05-12,C8945,25-34,Non-binary,West,$100k-$149k,Apparel & Accessories,Accessories,Bags,Dicks,Nike,Nike Backpack,1,116.49
243,2024-09-01,C6171,35-44,Male,Southwest,$150k+,Home & Garden,Decor,Rugs,Best Buy,Weber,Weber Bath Mat,3,240.11
244,2024-01-01,C3809,35-44,Male,Midwest,$75k-$99k,Apparel & Accessories,Accessories,Bags,Lowes,Nike,Nike Duffel Bag,1,119.56
245,2024-05-23,C5401,65+,Female,Northeast,$150k+,Home & Garden,Appliances,Kitchen,Target,Nexgrill,Nexgrill Refrigerator,1,198.77
246,2024-08-10,C8061,65+,Female,Northeast,$25k-$49k,Apparel & Accessories,Clothing,Dresses,Dicks,Cole Haan,Cole Haan Evening Gown,1,299.95
247,2024-09-11,C4082,35-44,Female,West,$150k+,Electronics,Computers,Laptops,Best Buy,Samsung,Samsung XPS 13,1,971.78
248,2024-02-06,C1316,25-34,Male,Southeast,$25k-$49k,Apparel & Accessories,Accessories,Bags,Best Buy,Coach,Coach Crossbody Bag,3,297.86
249,2024-05-20,C9814,55-64,Female,Southwest,$25k-$49k,Apparel & Accessories,Accessories,Jewelry,Best Buy,Cole Haan,Cole Haan Watch,3,27.17
250,2024-05-14,C1367,25-34,Female,Midwest,$50k-$74k,Electronics,Mobile Devices,Smartphones,The Home Depot,Samsung,Samsung Galaxy S24,1,481.9
251,2024-02-10,C7878,35-44,Male,Northeast,$150k+,Apparel & Accessories,Clothing,Outerwear,Best Buy,Cole Haan,Cole Haan Rain Jacket,2,195.91
252,2024-12-07,C1007,45-54,Non-binary,Midwest,$50k-$74k,Home & Garden,Decor,Rugs,The Home Depot,Nexgrill,Nexgrill Bath Mat,3,865.06
253,2024-03-27,C5026,25-34,Male,Midwest,$25k-$49k,Electronics,Mobile Devices,Smartphones,Target,Apple,Apple Galaxy S24,1,1205.35
254,2024-02-25,C2355,45-54,Female,Southeast,$100k-$149k,Home & Garden,Decor,Wall Art,Lowes,Traeger,Traeger Photo Frames,3,101.55
255,2024-06-25,C5772,18-24,Non-binary,Midwest,$150k+,Home & Garden,Appliances,Kitchen,Walmart,Scotts,Scotts Refrigerator,3,503.81
256,2024-07-08,C2830,45-54,Male,Southwest,$50k-$74k,Electronics,Computers,Desktops,Best Buy,Dell,Dell Gaming PC,2,960.09
257,2024-07-31,C9883,55-64,Non-binary,Southeast,$25k-$49k,Home & Garden,Appliances,Kitchen,Best Buy,Ashley,Ashley Dishwasher,3,385.93
258,2024-11-23,C4247,35-44,Non-binary,West,$50k-$74k,Apparel & Accessories,Shoes,Casual,Lowes,Coach,Coach Slip-on Sneakers,3,87.53
259,2024-03-30,C1863,55-64,Male,Midwest,$25k-$49k,Electronics,Audio,Speakers,Walmart,Bose,Bose HomePod,1,590.94
260,2024-05-21,C2682,55-64,Non-binary,Southeast,$50k-$74k,Electronics,Computers,Laptops,Target,Sony,Sony ThinkPad X1,2,958.22
261,2024-10-17,C1689,25-34,Female,Southwest,$25k-$49k,Apparel & Accessories,Accessories,Bags,Dicks,Cole Haan,Cole Haan Duffel Bag,1,295.5
262,2024-09-18,C7768,65+,Female,Northeast,$25k-$49k,Home & Garden,Appliances,Kitchen,Lowes,Traeger,Traeger Refrigerator,1,649.92
263,2024-05-16,C1996,25-34,Non-binary,Southeast,$50k-$74k,Home & Garden,Appliances,Laundry,Walmart,Nexgrill,Nexgrill Washer/Dryer Combo,2,794.62
264,2024-03-17,C2163,45-54,Non-binary,Northeast,$25k-$49k,Home & Garden,Decor,Lighting,Dicks,Ashley,Ashley Table Lamp,3,435.62
265,2024-12-14,C4554,65+,Male,West,$100k-$149k,Apparel & Accessories,Accessories,Jewelry,Dicks,Nike,Nike Silver Necklace,1,36.92
266,2024-11-28,C3816,55-64,Male,Southeast,$75k-$99k,Home & Garden,Decor,Wall Art,Dicks,Scotts,Scotts Photo Frames,1,305.92
267,2024-12-20,C1773,25-34,Non-binary,West,$25k-$49k,Home & Garden,Furniture,Living Room,Dicks,Traeger,Traeger Recliner,2,351.08
268,2024-12-11,C9028,55-64,Male,Northeast,$150k+,Electronics,Computers,Desktops,Dicks,Dell,Dell Workstation,1,871.3
269,2024-12-13,C3039,18-24,Male,West,$100k-$149k,Electronics,Mobile Devices,Smartwatches,Target,Dell,Dell Garmin,2,278.55
270,2024-04-03,C4791,45-54,Non-binary,Southwest,$50k-$74k,Home & Garden,Appliances,Kitchen,Lowes,Scotts,Scotts Microwave,1,79.07
271,2024-12-18,C5251,35-44,Female,Southeast,$100k-$149k,Apparel & Accessories,Clothing,Outerwear,Best Buy,Adidas,Adidas Rain Jacket,1,100.63
272,2024-12-27,C4440,18-24,Non-binary,Midwest,$150k+,Home & Garden,Furniture,Living Room,The Home Depot,Traeger,Traeger Sofa Set,3,591.72
273,2024-09-08,C7049,18-24,Non-binary,Midwest,$75k-$99k,Apparel & Accessories,Clothing,Dresses,Target,Coach,Coach Summer Maxi,3,133.57
274,2024-10-02,C9195,25-34,Male,West,$25k-$49k,Home & Garden,Furniture,Bedroom,Target,Traeger,Traeger Nightstand,2,189.34
275,2024-06-11,C4245,45-54,Male,Southeast,$50k-$74k,Electronics,Computers,Desktops,Lowes,Dell,Dell All-in-One,3,740.82
276,2024-12-30,C8957,18-24,Non-binary,Northeast,$150k+,Electronics,Mobile Devices,Smartwatches,Lowes,Sony,Sony Fitbit Sense,1,393.32
277,2024-05-03,C1466,45-54,Non-binary,Southwest,$75k-$99k,Home & Garden,Appliances,Laundry,Lowes,Nexgrill,Nexgrill Steam Iron,3,390.59
278,2024-11-02,C8977,25-34,Male,Midwest,$25k-$49k,Electronics,Computers,Tablets,Best Buy,Bose,Bose Fire HD,2,1100.69
279,2024-09-26,C3792,35-44,Non-binary,Midwest,$25k-$49k,Apparel & Accessories,Clothing,Tops,Target,North Face,North Face Performance Polo,2,27.78
280,2024-10-05,C1361,55-64,Non-binary,Midwest,$75k-$99k,Home & Garden,Furniture,Living Room,Walmart,Weber,Weber Recliner,3,543.3
281,2024-07-07,C3520,18-24,Non-binary,Northeast,$75k-$99k,Electronics,Mobile Devices,Smartphones,Best Buy,Apple,Apple iPhone 15,3,573.14
282,2024-05-09,C4252,45-54,Male,West,$75k-$99k,Home & Garden,Furniture,Bedroom,Walmart,Traeger,Traeger Mattress,2,302.54
283,2024-02-25,C5715,45-54,Non-binary,Northeast,$25k-$49k,Apparel & Accessories,Clothing,Tops,The Home Depot,North Face,North Face Workout Shirt,1,154.45
284,2024-03-07,C6530,45-54,Female,Midwest,$75k-$99k,Electronics,Computers,Desktops,Walmart,Apple,Apple iMac,3,721.84
285,2024-11-16,C8279,25-34,Male,Northeast,$25k-$49k,Electronics,Audio,Speakers,Dicks,Bose,Bose Echo Studio,2,600.13
286,2024-08-09,C8951,55-64,Non-binary,Northeast,$100k-$149k,Apparel & Accessories,Accessories,Watches,Best Buy,Coach,Coach Sports Watch,3,58.1
287,2024-01-03,C8009,35-44,Female,Midwest,$150k+,Electronics,Audio,Headphones,Dicks,Sony,Sony AirPods Pro,3,1086.37
288,2024-08-24,C3122,18-24,Non-binary,Midwest,$50k-$74k,Apparel & Accessories,Clothing,Bottoms,The Home Depot,Coach,Coach Slim Fit Jeans,2,244.55
289,2024-07-17,C7504,18-24,Non-binary,Northeast,$100k-$149k,Apparel & Accessories,Accessories,Bags,Target,North Face,North Face Backpack,2,49.46
290,2024-04-06,C2997,55-64,Male,Southwest,$150k+,Apparel & Accessories,Accessories,Bags,Lowes,Adidas,Adidas Duffel Bag,2,100.54
291,2024-03-17,C4243,55-64,Female,West,$100k-$149k,Electronics,Computers,Laptops,Walmart,Sony,Sony Chromebook,2,360.03
292,2024-07-06,C5641,35-44,Non-binary,Southeast,$150k+,Electronics,Mobile Devices,Smartwatches,Lowes,Apple,Apple Apple Watch,1,901.17
293,2024-09-17,C1765,55-64,Male,Midwest,$75k-$99k,Electronics,Computers,Desktops,Walmart,Samsung,Samsung Gaming PC,1,837.06
294,2024-07-11,C8416,45-54,Male,Southeast,$25k-$49k,Electronics,Audio,Headphones,Dicks,Dell,Dell WH-1000XM5,3,911.83
295,2024-02-01,C1529,18-24,Female,Midwest,$75k-$99k,Apparel & Accessories,Accessories,Bags,Best Buy,North Face,North Face Crossbody Bag,3,143.54
296,2024-07-10,C3505,45-54,Female,Midwest,$25k-$49k,Electronics,Audio,Speakers,Target,Apple,Apple HomePod,1,1115.63
297,2024-04-29,C5898,65+,Female,Midwest,$75k-$99k,Apparel & Accessories,Accessories,Jewelry,Walmart,North Face,North Face Silver Necklace,1,124.46
298,2024-02-05,C6371,55-64,Non-binary,Southwest,$25k-$49k,Home & Garden,Appliances,Kitchen,The Home Depot,Traeger,Traeger Dishwasher,3,637.46
299,2024-01-02,C7886,25-34,Female,West,$75k-$99k,Electronics,Computers,Laptops,Walmart,Dell,Dell Chromebook,3,1311.86
300,2024-12-25,C7529,35-44,Non-binary,Southwest,$25k-$49k,Electronics,Computers,Laptops,The Home Depot,Sony,Sony MacBook Air,3,1240.93
301,2024-03-30,C4147,55-64,Non-binary,Southwest,$75k-$99k,Home & Garden,Furniture,Bedroom,Walmart,Scotts,Scotts Dresser,1,921.43
302,2024-10-31,C7354,18-24,Male,Southwest,$25k-$49k,Home & Garden,Furniture,Living Room,Walmart,Traeger,Traeger Recliner,2,501.48
303,2024-02-05,C9812,35-44,Male,Northeast,$100k-$149k,Home & Garden,Furniture,Dining Room,Dicks,Nexgrill,Nexgrill Buffet,1,503.2
304,2024-03-14,C2798,25-34,Non-binary,Southwest,$50k-$74k,Home & Garden,Appliances,Kitchen,Walmart,Scotts,Scotts Dishwasher,1,730.92
305,2024-10-26,C5357,45-54,Non-binary,Southeast,$100k-$149k,Home & Garden,Appliances,Kitchen,Walmart,Scotts,Scotts Microwave,3,574.89
306,2024-12-25,C7214,45-54,Male,Midwest,$50k-$74k,Home & Garden,Furniture,Bedroom,Dicks,Weber,Weber Mattress,1,931.52
307,2024-04-17,C2333,35-44,Male,Southeast,$100k-$149k,Home & Garden,Appliances,Laundry,Target,Scotts,Scotts Washer,3,120.3
308,2024-01-27,C2231,45-54,Non-binary,Midwest,$25k-$49k,Apparel & Accessories,Accessories,Jewelry,Dicks,North Face,North Face Watch,3,145.65
309,2024-10-31,C1010,65+,Non-binary,Southeast,$150k+,Apparel & Accessories,Shoes,Formal,Walmart,Cole Haan,Cole Haan Dress Boots,1,270.38
310,2024-06-01,C4471,35-44,Female,Northeast,$100k-$149k,Apparel & Accessories,Shoes,Casual,The Home Depot,Adidas,Adidas Loafers,1,222.79
311,2024-10-16,C1581,55-64,Male,Midwest,$25k-$49k,Electronics,Computers,Laptops,Lowes,Sony,Sony Chromebook,1,1404.08
312,2024-10-27,C6418,18-24,Non-binary,West,$100k-$149k,Electronics,Mobile Devices,Smartwatches,Target,Bose,Bose Galaxy Watch,3,1355.89
313,2024-03-21,C3926,18-24,Non-binary,West,$100k-$149k,Apparel & Accessories,Clothing,Dresses,Dicks,Nike,Nike Summer Maxi,1,199.92
314,2024-11-05,C3551,45-54,Male,Southeast,$100k-$149k,Home & Garden,Decor,Rugs,Dicks,Ashley,Ashley Bath Mat,3,587.7
315,2024-06-19,C1570,18-24,Female,West,$25k-$49k,Apparel & Accessories,Shoes,Formal,Best Buy,Cole Haan,Cole Haan Oxford Shoes,1,191.25
316,2024-09-28,C8424,25-34,Male,Southwest,$50k-$74k,Apparel & Accessories,Clothing,Outerwear,Target,Adidas,Adidas Windbreaker,1,132.06
317,2024-03-16,C7559,65+,Female,West,$25k-$49k,Electronics,Computers,Desktops,The Home Depot,Dell,Dell Gaming PC,1,844.32
318,2024-09-20,C3945,25-34,Male,Southwest,$25k-$49k,Home & Garden,Decor,Lighting,Lowes,Scotts,Scotts Chandelier,1,244.3
319,2024-04-30,C2844,35-44,Female,Northeast,$50k-$74k,Electronics,Computers,Desktops,Walmart,Bose,Bose iMac,1,1090.25
320,2024-09-12,C9518,25-34,Male,Midwest,$100k-$149k,Apparel & Accessories,Accessories,Bags,The Home Depot,Adidas,Adidas Crossbody Bag,1,52.24
321,2024-11-01,C7824,65+,Male,Southwest,$100k-$149k,Electronics,Computers,Laptops,Best Buy,Samsung,Samsung MacBook Air,3,301.78
322,2024-01-06,C5348,55-64,Female,Midwest,$100k-$149k,Home & Garden,Appliances,Laundry,Dicks,Traeger,Traeger Dryer,1,774.36
323,2024-05-26,C5560,55-64,Male,Northeast,$50k-$74k,Apparel & Accessories,Shoes,Casual,Lowes,Coach,Coach Loafers,1,117.92
324,2024-08-16,C1074,45-54,Female,West,$100k-$149k,Electronics,Audio,Headphones,Target,Apple,Apple WH-1000XM5,2,852.12
325,2024-12-13,C7525,35-44,Non-binary,Northeast,$50k-$74k,Home & Garden,Furniture,Bedroom,Best Buy,Weber,Weber Dresser,1,147.28
326,2024-04-15,C9936,25-34,Male,Northeast,$100k-$149k,Electronics,Audio,Speakers,The Home Depot,Bose,Bose Sonos One,3,521.92
327,2024-05-21,C1802,25-34,Male,Northeast,$50k-$74k,Electronics,Audio,Speakers,Walmart,Sony,Sony HomePod,1,874.88
328,2024-05-20,C4325,45-54,Male,West,$100k-$149k,Electronics,Computers,Tablets,Lowes,Sony,Sony iPad Pro,2,816.74
329,2024-06-16,C8560,18-24,Female,Northeast,$25k-$49k,Electronics,Computers,Tablets,Walmart,Samsung,Samsung Surface Pro,1,551.66
330,2024-05-20,C3750,35-44,Male,Southeast,$50k-$74k,Apparel & Accessories,Clothing,Outerwear,The Home Depot,Adidas,Adidas Windbreaker,1,153.33
331,2024-11-13,C9013,25-34,Male,Midwest,$50k-$74k,Apparel & Accessories,Accessories,Bags,Walmart,Cole Haan,Cole Haan Backpack,2,203.24
332,2024-08-27,C3200,55-64,Non-binary,Midwest,$50k-$74k,Electronics,Audio,Headphones,Walmart,Samsung,Samsung WH-1000XM5,2,394.77
333,2024-04-07,C6860,18-24,Non-binary,West,$150k+,Home & Garden,Furniture,Bedroom,Best Buy,Traeger,Traeger Bed Frame,2,455.59
334,2024-12-08,C9974,35-44,Male,Midwest,$25k-$49k,Electronics,Mobile Devices,Smartwatches,Walmart,Samsung,Samsung Garmin,2,1041.46
335,2024-01-30,C5275,45-54,Male,Southwest,$50k-$74k,Electronics,Mobile Devices,Smartphones,Lowes,Samsung,Samsung OnePlus 12,2,805.19
336,2024-12-24,C5770,25-34,Non-binary,Southeast,$100k-$149k,Home & Garden,Furniture,Living Room,Lowes,Ashley,Ashley Recliner,2,808.47
337,2024-10-04,C7470,18-24,Female,West,$150k+,Electronics,Computers,Laptops,Target,Sony,Sony MacBook Air,2,627.28
338,2024-05-14,C3697,35-44,Male,West,$25k-$49k,Electronics,Computers,Tablets,Best Buy,Dell,Dell Fire HD,1,1460.41
339,2024-10-23,C1961,25-34,Female,Southwest,$75k-$99k,Electronics,Audio,Speakers,Lowes,Samsung,Samsung SoundLink,3,1426.83
340,2024-05-31,C3162,18-24,Male,Midwest,$50k-$74k,Home & Garden,Appliances,Kitchen,Dicks,Scotts,Scotts Refrigerator,3,754.6
341,2024-08-05,C3985,65+,Male,West,$75k-$99k,Apparel & Accessories,Shoes,Casual,Walmart,Adidas,Adidas Sandals,3,114.73
342,2024-05-18,C2843,25-34,Male,Midwest,$100k-$149k,Apparel & Accessories,Accessories,Bags,Best Buy,Adidas,Adidas Duffel Bag,2,217.51
343,2024-10-28,C9445,55-64,Male,Southeast,$100k-$149k,Electronics,Audio,Speakers,Lowes,Sony,Sony SoundLink,1,376.3
344,2024-01-02,C8455,18-24,Non-binary,Midwest,$100k-$149k,Home & Garden,Appliances,Kitchen,Best Buy,Nexgrill,Nexgrill Dishwasher,3,514.32
345,2024-10-29,C9078,18-24,Non-binary,Northeast,$25k-$49k,Home & Garden,Furniture,Living Room,Best Buy,Weber,Weber Recliner,2,504.53
346,2024-01-03,C7359,25-34,Non-binary,Midwest,$75k-$99k,Apparel & Accessories,Clothing,Tops,The Home Depot,North Face,North Face V-Neck Tee,2,93.45
347,2024-04-25,C9546,35-44,Non-binary,Southwest,$150k+,Apparel & Accessories,Accessories,Jewelry,Target,Cole Haan,Cole Haan Silver Necklace,2,86.97
